Orden;Tipo Contenedor;Modelo;Lote;Distrito;Barrio;Carga;Coordenda X;Coordenada Y;Latitud;Longitud;Código Situado;Dirección
142;Resto;R 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453085,396;4477783,716;40,449387490401;-3,553253160105;CT_212_013;AVENIDA ARAGON, 325
143;PMB;E 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453085,396;4477783,716;40,449387490401;-3,553253160105;CT_212_013;AVENIDA ARAGON, 325
144;Orgánica;O 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453085,396;4477783,716;40,449387490401;-3,553253160105;CT_212_013;AVENIDA ARAGON, 325
145;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452992,353;4473124,052;40,407404664355;-3,554005786415;CS_194_054;CALLE IGUALDAD, 191
146;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452992,353;4473124,052;40,407404664355;-3,554005786415;CS_194_054;CALLE IGUALDAD, 191
147;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453044,002;4472904,66;40,405431132111;-3,553380919858;CL_194_036;CALLE ILUSION, 62
148;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453044,002;4472904,66;40,405431132111;-3,553380919858;CL_194_036;CALLE ILUSION, 62
149;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453044,002;4472904,66;40,405431132111;-3,553380919858;CL_194_036;CALLE ILUSION, 62
150;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452992,353;4473124,052;40,407404664355;-3,554005786415;CL_194_019;CALLE IGUALDAD, 191
151;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452992,353;4473124,052;40,407404664355;-3,554005786415;CL_194_019;CALLE IGUALDAD, 191
152;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452992,353;4473124,052;40,407404664355;-3,554005786415;CL_194_019;CALLE IGUALDAD, 191
153;Resto;R 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453011,293;4477797,534;40,449507786806;-3,554128023476;CT_212_011;CALLE EZEQUIEL PEÑALVER, 9
154;Resto;R 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453011,293;4477797,534;40,449507786806;-3,554128023476;CT_212_011;CALLE EZEQUIEL PEÑALVER, 9
155;PMB;E 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453011,293;4477797,534;40,449507786806;-3,554128023476;CT_212_011;CALLE EZEQUIEL PEÑALVER, 9
156;Orgánica;O 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453011,293;4477797,534;40,449507786806;-3,554128023476;CT_212_011;CALLE EZEQUIEL PEÑALVER, 9
157;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453033,486;4473269,463;40,408716956521;-3,553531769483;CL_194_026;CALLE CAÑADA DE VICALVARO A SAN FERNANDO, 238
158;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453033,486;4473269,463;40,408716956521;-3,553531769483;CL_194_026;CALLE CAÑADA DE VICALVARO A SAN FERNANDO, 238
159;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453033,486;4473269,463;40,408716956521;-3,553531769483;CL_194_026;CALLE CAÑADA DE VICALVARO A SAN FERNANDO, 238
160;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453033,486;4473269,463;40,408716956521;-3,553531769483;CL_194_026;CALLE CAÑADA DE VICALVARO A SAN FERNANDO, 238
161;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453227,364;4471829,895;40,395759154001;-3,551141109857;CL_194_097;CALLE LUIS OCAÑA, 56
162;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453227,364;4471829,895;40,395759154001;-3,551141109857;CL_194_097;CALLE LUIS OCAÑA, 56
163;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453227,364;4471829,895;40,395759154001;-3,551141109857;CL_194_097;CALLE LUIS OCAÑA, 56
164;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452977,376;4473101,86;40,407203896460;-3,554180649335;CL_194_008;CALLE IGUALDAD, 42
165;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452977,376;4473101,86;40,407203896460;-3,554180649335;CL_194_008;CALLE IGUALDAD, 42
166;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452977,376;4473101,86;40,407203896460;-3,554180649335;CL_194_008;CALLE IGUALDAD, 42
167;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452975,089;4472010,953;40,397376056073;-3,554127009896;CL_194_087;CALLE MARIA PITA, 14
168;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452975,089;4472010,953;40,397376056073;-3,554127009896;CL_194_087;CALLE MARIA PITA, 14
169;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452975,089;4472010,953;40,397376056073;-3,554127009896;CL_194_087;CALLE MARIA PITA, 14
170;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452975,089;4472010,953;40,397376056073;-3,554127009896;CL_194_087;CALLE MARIA PITA, 14
171;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453152,002;4473003,735;40,406329758277;-3,552115478655;CS_194_032;CALLE CERRO DEL TESORO, 1
172;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453152,002;4473003,735;40,406329758277;-3,552115478655;CS_194_032;CALLE CERRO DEL TESORO, 1
173;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453144;4472916,338;40,405541970237;-3,552203345597;CS_194_011;CALLE CERRO DEL CAMPO, 1
174;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453144;4472916,338;40,405541970237;-3,552203345597;CS_194_011;CALLE CERRO DEL CAMPO, 1
175;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453144;4472916,338;40,405541970237;-3,552203345597;CS_194_011;CALLE CERRO DEL CAMPO, 1
176;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453080,632;4471938,46;40,396728936886;-3,552878036739;CL_194_058;CALLE MARIA PITA, 42
177;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453080,632;4471938,46;40,396728936886;-3,552878036739;CL_194_058;CALLE MARIA PITA, 42
178;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453080,632;4471938,46;40,396728936886;-3,552878036739;CL_194_058;CALLE MARIA PITA, 42
179;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453080,632;4471938,46;40,396728936886;-3,552878036739;CL_194_058;CALLE MARIA PITA, 42
180;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453239,657;4472916,325;40,405547231268;-3,551076065399;CS_194_055;CALLE CERRO DEL CAMPO, 48
181;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453239,657;4472916,325;40,405547231268;-3,551076065399;CS_194_055;CALLE CERRO DEL CAMPO, 48
182;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453186,878;4472078,685;40,397998169882;-3,551636443796;CL_194_072;CALLE PILAR BELLOSILLO, 12
183;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453186,878;4472078,685;40,397998169882;-3,551636443796;CL_194_072;CALLE PILAR BELLOSILLO, 12
184;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453186,878;4472078,685;40,397998169882;-3,551636443796;CL_194_072;CALLE PILAR BELLOSILLO, 12
185;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452987,86;4473015,323;40,406424898752;-3,554050703942;CL_194_010;CALLE DIALOGO, 71
186;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452987,86;4473015,323;40,406424898752;-3,554050703942;CL_194_010;CALLE DIALOGO, 71
187;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452987,86;4473015,323;40,406424898752;-3,554050703942;CL_194_010;CALLE DIALOGO, 71
188;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453048,738;4472023,162;40,397490199549;-3,553260091564;CS_194_086;CALLE ANNA FRANK, 10
189;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453048,738;4472023,162;40,397490199549;-3,553260091564;CS_194_086;CALLE ANNA FRANK, 10
190;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453048,738;4472023,162;40,397490199549;-3,553260091564;CS_194_086;CALLE ANNA FRANK, 10
191;Resto;R 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453132;4477837;40,449870137873;-3,552707526674;CT_212_012;CALLE EZEQUIEL PEÑALVER, 5
192;Orgánica;O 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453132;4477837;40,449870137873;-3,552707526674;CT_212_012;CALLE EZEQUIEL PEÑALVER, 5
193;Resto;R 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453132;4477837;40,449870137873;-3,552707526674;CT_212_012;CALLE EZEQUIEL PEÑALVER, 5
194;Resto;R 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453132;4477837;40,449870137873;-3,552707526674;CT_212_012;CALLE EZEQUIEL PEÑALVER, 5
195;PMB;E 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453132;4477837;40,449870137873;-3,552707526674;CT_212_012;CALLE EZEQUIEL PEÑALVER, 5
196;Orgánica;O 800 CT;2;BARAJAS;AEROPUERTO;Carga Trasera;453132;4477837;40,449870137873;-3,552707526674;CT_212_012;CALLE EZEQUIEL PEÑALVER, 5
197;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453046,458;4472040,472;40,397646012659;-3,553288233782;CL_194_077;CALLE ANNA FRANK, 10
198;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453046,458;4472040,472;40,397646012659;-3,553288233782;CL_194_077;CALLE ANNA FRANK, 10
199;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453046,458;4472040,472;40,397646012659;-3,553288233782;CL_194_077;CALLE ANNA FRANK, 10
200;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453046,458;4472040,472;40,397646012659;-3,553288233782;CL_194_077;CALLE ANNA FRANK, 10
201;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453046,458;4472040,472;40,397646012659;-3,553288233782;CL_194_077;CALLE ANNA FRANK, 10
202;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453046,458;4472040,472;40,397646012659;-3,553288233782;CL_194_077;CALLE ANNA FRANK, 10
203;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452991,627;4471939,933;40,396737187554;-3,553926896426;CS_194_080;CALLE ANNA FRANK, 1
204;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452991,627;4471939,933;40,396737187554;-3,553926896426;CS_194_080;CALLE ANNA FRANK, 1
205;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453060;4473269,479;40,408718596151;-3,553219299264;CS_194_030;CALLE CAÑADA DE VICALVARO A SAN FERNANDO, 228
206;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453060;4473269,479;40,408718596151;-3,553219299264;CS_194_030;CALLE CAÑADA DE VICALVARO A SAN FERNANDO, 228
207;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453060;4473269,479;40,408718596151;-3,553219299264;CS_194_030;CALLE CAÑADA DE VICALVARO A SAN FERNANDO, 228
208;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453233,158;4473124,006;40,407417812546;-3,551167915086;CS_194_031;CALLE CERRO DEL MONTE, 23
209;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453233,158;4473124,006;40,407417812546;-3,551167915086;CS_194_031;CALLE CERRO DEL MONTE, 23
210;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453233,158;4473124,006;40,407417812546;-3,551167915086;CS_194_031;CALLE CERRO DEL MONTE, 23
211;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453233,158;4473124,006;40,407417812546;-3,551167915086;CS_194_031;CALLE CERRO DEL MONTE, 23
212;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453183,993;4473269,618;40,408726830832;-3,551758033387;CL_194_028;CALLE MAYORAZGO DE DUARTE, 287
213;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453183,993;4473269,618;40,408726830832;-3,551758033387;CL_194_028;CALLE MAYORAZGO DE DUARTE, 287
214;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453183,993;4473269,618;40,408726830832;-3,551758033387;CL_194_028;CALLE MAYORAZGO DE DUARTE, 287
215;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453183,993;4473269,618;40,408726830832;-3,551758033387;CL_194_028;CALLE MAYORAZGO DE DUARTE, 287
216;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453183,993;4473269,618;40,408726830832;-3,551758033387;CL_194_028;CALLE MAYORAZGO DE DUARTE, 287
217;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453182,977;4473269,623;40,408726818736;-3,551770007469;CS_194_035;CALLE MAYORAZGO DE DUARTE, 287
218;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453182,977;4473269,623;40,408726818736;-3,551770007469;CS_194_035;CALLE MAYORAZGO DE DUARTE, 287
219;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453230,097;4472916,322;40,405546667242;-3,551188725944;CL_194_052;CALLE CERRO DEL CAMPO, 7
220;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453230,097;4472916,322;40,405546667242;-3,551188725944;CL_194_052;CALLE CERRO DEL CAMPO, 7
221;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453230,097;4472916,322;40,405546667242;-3,551188725944;CL_194_052;CALLE CERRO DEL CAMPO, 7
222;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452858,923;4472281,245;40,399804483140;-3,555515826800;CL_194_071;CALLE TEODORO DE ANASAGASTI Y ALGAN, 22
223;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452858,923;4472281,245;40,399804483140;-3,555515826800;CL_194_071;CALLE TEODORO DE ANASAGASTI Y ALGAN, 22
224;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452858,923;4472281,245;40,399804483140;-3,555515826800;CL_194_071;CALLE TEODORO DE ANASAGASTI Y ALGAN, 22
225;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452686,812;4472520,174;40,401947173395;-3,557561669536;CS_194_039;CALLE IMPERIO ARGENTINA, 91
226;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452686,812;4472520,174;40,401947173395;-3,557561669536;CS_194_039;CALLE IMPERIO ARGENTINA, 91
227;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452665,033;4472237,541;40,399399765673;-3,557797296699;CS_194_061;CALLE PADRE GREGORIO DE CESPEDES, 5
228;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452665,033;4472237,541;40,399399765673;-3,557797296699;CS_194_061;CALLE PADRE GREGORIO DE CESPEDES, 5
229;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452793,104;4472800,423;40,404477898964;-3,556329913508;CL_194_035;CALLE ILUSION, 13
230;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452793,104;4472800,423;40,404477898964;-3,556329913508;CL_194_035;CALLE ILUSION, 13
231;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452793,104;4472800,423;40,404477898964;-3,556329913508;CL_194_035;CALLE ILUSION, 13
232;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452793,104;4472800,423;40,404477898964;-3,556329913508;CL_194_035;CALLE ILUSION, 13
233;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;REJAS;Carga Superior;452652,366;4477011,784;40,442408851478;-3,558302010622;CS_206_103;CALLE MARIO ROSO DE LUNA, 44
234;Papel-Cartón;PC 3100 CS;2;SAN BLAS-CANILLEJAS;REJAS;Carga Superior;452652,366;4477011,784;40,442408851478;-3,558302010622;CS_206_103;CALLE MARIO ROSO DE LUNA, 44
235;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452699,493;4471928,196;40,396614910689;-3,557368254736;CL_194_076;AVENIDA PROVISIONAL GRAN VIA DE VICALVARO, 30
236;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452699,493;4471928,196;40,396614910689;-3,557368254736;CL_194_076;AVENIDA PROVISIONAL GRAN VIA DE VICALVARO, 30
237;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452699,493;4471928,196;40,396614910689;-3,557368254736;CL_194_076;AVENIDA PROVISIONAL GRAN VIA DE VICALVARO, 30
238;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453093,645;4472088,62;40,398082425684;-3,552735766297;CS_194_073;CALLE ANNA FRANK, 14
239;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453093,645;4472088,62;40,398082425684;-3,552735766297;CS_194_073;CALLE ANNA FRANK, 14
240;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;453093,645;4472088,62;40,398082425684;-3,552735766297;CS_194_073;CALLE ANNA FRANK, 14
241;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452765,014;4472271,302;40,399709587472;-3,556621673963;CS_194_075;CALLE PIO DEL RIO HORTEGA, 21
242;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452765,014;4472271,302;40,399709587472;-3,556621673963;CS_194_075;CALLE PIO DEL RIO HORTEGA, 21
243;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453146,002;4473003,724;40,406329321524;-3,552186186246;CL_194_027;CALLE CERRO DEL TESORO, 1
244;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453146,002;4473003,724;40,406329321524;-3,552186186246;CL_194_027;CALLE CERRO DEL TESORO, 1
245;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453146,002;4473003,724;40,406329321524;-3,552186186246;CL_194_027;CALLE CERRO DEL TESORO, 1
246;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453146,002;4473003,724;40,406329321524;-3,552186186246;CL_194_027;CALLE CERRO DEL TESORO, 1
247;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;453146,002;4473003,724;40,406329321524;-3,552186186246;CL_194_027;CALLE CERRO DEL TESORO, 1
248;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452736,573;4472188,451;40,398961589506;-3,556950659661;CS_194_074;CALLE PADRE GREGORIO DE CESPEDES, 15
249;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452736,573;4472188,451;40,398961589506;-3,556950659661;CS_194_074;CALLE PADRE GREGORIO DE CESPEDES, 15
250;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452736,573;4472188,451;40,398961589506;-3,556950659661;CS_194_074;CALLE PADRE GREGORIO DE CESPEDES, 15
251;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452684,316;4472521,902;40,401962598678;-3,557591210741;CL_194_037;CALLE IMPERIO ARGENTINA, 91
252;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452684,316;4472521,902;40,401962598678;-3,557591210741;CL_194_037;CALLE IMPERIO ARGENTINA, 91
253;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452684,316;4472521,902;40,401962598678;-3,557591210741;CL_194_037;CALLE IMPERIO ARGENTINA, 91
254;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452919,2;4472982,659;40,406126757039;-3,554857428114;CL_194_086;CALLE ALOE VERA, 4
255;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452919,2;4472982,659;40,406126757039;-3,554857428114;CL_194_086;CALLE ALOE VERA, 4
256;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452919,2;4472982,659;40,406126757039;-3,554857428114;CL_194_086;CALLE ALOE VERA, 4
257;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452699,842;4472067,446;40,397869399719;-3,557374487238;CS_194_081;CALLE VICTORIA KENT, 96
258;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452699,842;4472067,446;40,397869399719;-3,557374487238;CS_194_081;CALLE VICTORIA KENT, 96
259;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452682,793;4477034,027;40,442610963738;-3,557944902028;CL_206_035;CALLE MARIO ROSO DE LUNA, 49
260;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452682,793;4477034,027;40,442610963738;-3,557944902028;CL_206_035;CALLE MARIO ROSO DE LUNA, 49
261;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452682,793;4477034,027;40,442610963738;-3,557944902028;CL_206_035;CALLE MARIO ROSO DE LUNA, 49
262;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452749,444;4472179,65;40,398883033883;-3,556798341826;CL_194_065;CALLE PADRE GREGORIO DE CESPEDES, 15
263;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452749,444;4472179,65;40,398883033883;-3,556798341826;CL_194_065;CALLE PADRE GREGORIO DE CESPEDES, 15
264;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452749,444;4472179,65;40,398883033883;-3,556798341826;CL_194_065;CALLE PADRE GREGORIO DE CESPEDES, 15
265;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452749,444;4472179,65;40,398883033883;-3,556798341826;CL_194_065;CALLE PADRE GREGORIO DE CESPEDES, 15
266;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452762,083;4473233,994;40,408382068851;-3,556727659523;CS_194_015;CALLE JENGIBRE, 35
267;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452762,083;4473233,994;40,408382068851;-3,556727659523;CS_194_015;CALLE JENGIBRE, 35
268;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452711,586;4477253,798;40,444592449015;-3,557621762690;CL_206_038;CALLE INGENIERO TORRES QUEVEDO, 14
269;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452711,586;4477253,798;40,444592449015;-3,557621762690;CL_206_038;CALLE INGENIERO TORRES QUEVEDO, 14
270;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452711,586;4477253,798;40,444592449015;-3,557621762690;CL_206_038;CALLE INGENIERO TORRES QUEVEDO, 14
271;Resto;R 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452698,91;4477162,011;40,443764848079;-3,557764395523;CL_206_005;CALLE INGENIERO TORRES QUEVEDO, 11
272;PMB;E 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452698,91;4477162,011;40,443764848079;-3,557764395523;CL_206_005;CALLE INGENIERO TORRES QUEVEDO, 11
273;Orgánica;O 2750 CL;2;SAN BLAS-CANILLEJAS;REJAS;Carga Lateral;452698,91;4477162,011;40,443764848079;-3,557764395523;CL_206_005;CALLE INGENIERO TORRES QUEVEDO, 11
274;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452926,861;4472043,953;40,397670620423;-3,554697728308;CS_194_087;CALLE MARIA PITA, 12
275;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452926,861;4472043,953;40,397670620423;-3,554697728308;CS_194_087;CALLE MARIA PITA, 12
276;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452865,26;4472276,919;40,399765869992;-3,555440833905;CS_194_056;CALLE TEODORO DE ANASAGASTI Y ALGAN, 22
277;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452865,26;4472276,919;40,399765869992;-3,555440833905;CS_194_056;CALLE TEODORO DE ANASAGASTI Y ALGAN, 22
278;Resto;R 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452686,903;4472645,599;40,403077100657;-3,557569919936;CL_194_033;CALLE ENRIQUE URQUIJO, 151
279;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452686,903;4472645,599;40,403077100657;-3,557569919936;CL_194_033;CALLE ENRIQUE URQUIJO, 151
280;PMB;E 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452686,903;4472645,599;40,403077100657;-3,557569919936;CL_194_033;CALLE ENRIQUE URQUIJO, 151
281;Orgánica;O 2750 CL;2;VICALVARO;EL CAÑAVERAL;Carga Lateral;452686,903;4472645,599;40,403077100657;-3,557569919936;CL_194_033;CALLE ENRIQUE URQUIJO, 151
282;Papel-Cartón;PC 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452546,889;4472134,697;40,398466545657;-3,559181782350;CS_194_059;CALLE ARROYO DEL CAÑAVERAL, 50
283;Vidrio;V 3100 CS;2;VICALVARO;EL CAÑAVERAL;Carga Superior;452546,889;4472134,697;40,398466545657;-3,559181782350;CS_194_059;CALLE ARROYO DEL CAÑAVERAL, 50
